node_id,tree_id,tree_name,tree_title,depth_group,declared_levels,parent_id,node_name,node_level,sort_order,path,is_root,child_count
node_00879,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00878,Reciprocating Pumps,4,1,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Positive Displacement Pumps / Reciprocating Pumps,0,2
node_00880,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00879,Piston Pump,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Positive Displacement Pumps / Reciprocating Pumps / Piston Pump,0,0
node_00881,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00879,Diaphragm Pump,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Positive Displacement Pumps / Reciprocating Pumps / Diaphragm Pump,0,0
node_00882,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00878,Rotary Pumps,4,2,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Positive Displacement Pumps / Rotary Pumps,0,2
node_00883,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00882,Gear Pump,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Positive Displacement Pumps / Rotary Pumps / Gear Pump,0,0
node_00884,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00882,Vane Pump,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Positive Displacement Pumps / Rotary Pumps / Vane Pump,0,0
node_00885,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00877,Dynamic Pumps,3,2,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Dynamic Pumps,0,1
node_00886,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00885,Centrifugal Pumps,4,1,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Dynamic Pumps / Centrifugal Pumps,0,2
node_00887,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00886,Single-Stage Centrifugal Pump,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Dynamic Pumps / Centrifugal Pumps / Single-Stage Centrifugal Pump,0,0
node_00888,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00886,Multi-Stage Centrifugal Pump,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Pumping Components / Dynamic Pumps / Centrifugal Pumps / Multi-Stage Centrifugal Pump,0,0
node_00889,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00876,Valve and Control Components,2,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components,0,2
node_00890,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00889,Shut-Off Valves,3,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves,0,2
node_00891,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00890,Manual Shut-Off Valves,4,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves / Manual Shut-Off Valves,0,2
node_00892,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00891,Ball Valve,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves / Manual Shut-Off Valves / Ball Valve,0,0
node_00893,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00891,Gate Valve,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves / Manual Shut-Off Valves / Gate Valve,0,0
node_00894,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00890,Regulating Valves,4,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves / Regulating Valves,0,2
node_00895,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00894,Needle Valve,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves / Regulating Valves / Needle Valve,0,0
node_00896,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00894,Globe Valve,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Shut-Off Valves / Regulating Valves / Globe Valve,0,0
node_00897,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00889,Directional and Pressure Controls,3,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls,0,2
node_00898,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00897,Pressure Control Devices,4,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls / Pressure Control Devices,0,2
node_00899,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00898,Pressure Regulator,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls / Pressure Control Devices / Pressure Regulator,0,0
node_00900,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00898,Relief Valve,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls / Pressure Control Devices / Relief Valve,0,0
node_00901,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00897,Flow Direction Devices,4,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls / Flow Direction Devices,0,2
node_00902,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00901,Check Valve,5,1,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls / Flow Direction Devices / Check Valve,0,0
node_00903,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00901,Directional Control Valve,5,2,Machines and Mechanical Components / Fluid and Pressure Components / Valve and Control Components / Directional and Pressure Controls / Flow Direction Devices / Directional Control Valve,0,0
node_00904,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00812,Structural and Support Components,1,4,Machines and Mechanical Components / Structural and Support Components,0,2
node_00905,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00904,Fastening Components,2,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components,0,2
node_00906,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00905,Threaded Fasteners,3,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners,0,2
node_00907,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00906,External Thread Fasteners,4,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners / External Thread Fasteners,0,2
node_00908,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00907,Bolt,5,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners / External Thread Fasteners / Bolt,0,0
node_00909,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00907,Stud,5,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners / External Thread Fasteners / Stud,0,0
node_00910,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00906,Internal Thread Fasteners,4,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners / Internal Thread Fasteners,0,2
node_00911,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00910,Nut,5,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners / Internal Thread Fasteners / Nut,0,0
node_00912,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00910,Threaded Insert,5,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Threaded Fasteners / Internal Thread Fasteners / Threaded Insert,0,0
node_00913,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00905,Non-Threaded Fasteners,3,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners,0,2
node_00914,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00913,Permanent Fasteners,4,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners / Permanent Fasteners,0,2
node_00915,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00914,Rivet,5,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners / Permanent Fasteners / Rivet,0,0
node_00916,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00914,Dowel Pin,5,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners / Permanent Fasteners / Dowel Pin,0,0
node_00917,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00913,Retaining Fasteners,4,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners / Retaining Fasteners,0,2
node_00918,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00917,Circlip,5,1,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners / Retaining Fasteners / Circlip,0,0
node_00919,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00917,Cotter Pin,5,2,Machines and Mechanical Components / Structural and Support Components / Fastening Components / Non-Threaded Fasteners / Retaining Fasteners / Cotter Pin,0,0
node_00920,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00904,Frame and Mounting Components,2,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components,0,2
node_00921,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00920,Machine Frames,3,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames,0,2
node_00922,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00921,Rigid Support Frames,4,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames / Rigid Support Frames,0,2
node_00923,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00922,Base Frame,5,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames / Rigid Support Frames / Base Frame,0,0
node_00924,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00922,Welded Frame,5,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames / Rigid Support Frames / Welded Frame,0,0
node_00925,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00921,Modular Support Frames,4,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames / Modular Support Frames,0,2
node_00926,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00925,Profile Frame,5,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames / Modular Support Frames / Profile Frame,0,0
node_00927,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00925,Machine Stand,5,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Machine Frames / Modular Support Frames / Machine Stand,0,0
node_00928,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00920,Mounting Elements,3,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements,0,2
node_00929,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00928,Vibration Control Elements,4,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements / Vibration Control Elements,0,2
node_00930,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00929,Rubber Mount,5,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements / Vibration Control Elements / Rubber Mount,0,0
node_00931,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00929,Spring Isolator,5,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements / Vibration Control Elements / Spring Isolator,0,0
node_00932,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00928,Alignment Elements,4,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements / Alignment Elements,0,2
node_00933,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00932,Shim,5,1,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements / Alignment Elements / Shim,0,0
node_00934,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00932,Spacer,5,2,Machines and Mechanical Components / Structural and Support Components / Frame and Mounting Components / Mounting Elements / Alignment Elements / Spacer,0,0
node_00935,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00812,Complete Machine Types,1,5,Machines and Mechanical Components / Complete Machine Types,0,2
node_00936,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00935,Material Removal Machines,2,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines,0,2
node_00937,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00936,Cutting Machines,3,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines,0,3
node_00938,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00937,Turning Machines,4,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Turning Machines,0,2
node_00939,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00938,Lathe,5,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Turning Machines / Lathe,0,0
node_00940,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00938,CNC Lathe,5,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Turning Machines / CNC Lathe,0,0
node_00941,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00937,Milling Machines,4,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Milling Machines,0,2
node_00942,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00941,Vertical Mill,5,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Milling Machines / Vertical Mill,0,0
node_00943,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00941,CNC Milling Machine,5,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Milling Machines / CNC Milling Machine,0,0
node_00944,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00937,Grinding Machines,4,3,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Grinding Machines,0,2
node_00945,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00944,Surface Grinder,5,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Grinding Machines / Surface Grinder,0,0
node_00946,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00944,Cylindrical Grinder,5,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Cutting Machines / Grinding Machines / Cylindrical Grinder,0,0
node_00947,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00936,Drilling and Boring Machines,3,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines,0,2
node_00948,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00947,Holemaking Machines,4,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines / Holemaking Machines,0,2
node_00949,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00948,Drill Press,5,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines / Holemaking Machines / Drill Press,0,0
node_00950,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00948,Radial Drill,5,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines / Holemaking Machines / Radial Drill,0,0
node_00951,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00947,Precision Enlargement Machines,4,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines / Precision Enlargement Machines,0,2
node_00952,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00951,Boring Machine,5,1,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines / Precision Enlargement Machines / Boring Machine,0,0
node_00953,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00951,Jig Borer,5,2,Machines and Mechanical Components / Complete Machine Types / Material Removal Machines / Drilling and Boring Machines / Precision Enlargement Machines / Jig Borer,0,0
node_00954,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00935,Material Forming and Handling Machines,2,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines,0,2
node_00955,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00954,Forming Machines,3,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines,0,2
node_00956,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00955,Press Systems,4,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines / Press Systems,0,2
node_00957,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00956,Hydraulic Press,5,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines / Press Systems / Hydraulic Press,0,0
node_00958,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00956,Mechanical Press,5,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines / Press Systems / Mechanical Press,0,0
node_00959,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00955,Rolling and Bending Systems,4,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines / Rolling and Bending Systems,0,2
node_00960,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00959,Plate Roller,5,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines / Rolling and Bending Systems / Plate Roller,0,0
node_00961,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00959,Tube Bender,5,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Forming Machines / Rolling and Bending Systems / Tube Bender,0,0
node_00962,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00954,Handling Machines,3,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines,0,2
node_00963,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00962,Lifting Systems,4,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines / Lifting Systems,0,2
node_00964,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00963,Hoist,5,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines / Lifting Systems / Hoist,0,0
node_00965,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00963,Winch,5,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines / Lifting Systems / Winch,0,0
node_00966,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00962,Conveying Systems,4,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines / Conveying Systems,0,2
node_00967,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00966,Belt Conveyor,5,1,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines / Conveying Systems / Belt Conveyor,0,0
node_00968,tree_019,Machines and Mechanical Components,Machines and Mechanical Components - 4 Levels,Trees with 4 Levels,4,node_00966,Roller Conveyor,5,2,Machines and Mechanical Components / Complete Machine Types / Material Forming and Handling Machines / Handling Machines / Conveying Systems / Roller Conveyor,0,0
node_00969,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,,Tools and Equipment,0,1,Tools and Equipment,1,5
node_00970,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00969,Hand Tools,1,1,Tools and Equipment / Hand Tools,0,3
node_00971,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00970,Cutting Hand Tools,2,1,Tools and Equipment / Hand Tools / Cutting Hand Tools,0,2
node_00972,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00971,Saws,3,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws,0,2
node_00973,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00972,Wood Saws,4,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Wood Saws,0,3
node_00974,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00973,Hand Saw,5,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Wood Saws / Hand Saw,0,0
node_00975,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00973,Back Saw,5,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Wood Saws / Back Saw,0,0
node_00976,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00973,Coping Saw,5,3,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Wood Saws / Coping Saw,0,0
node_00977,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00972,Metal Saws,4,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Metal Saws,0,2
node_00978,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00977,Hacksaw,5,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Metal Saws / Hacksaw,0,0
node_00979,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00977,Junior Hacksaw,5,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Saws / Metal Saws / Junior Hacksaw,0,0
node_00980,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00971,Edge Cutting Tools,3,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools,0,2
node_00981,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00980,Knife Tools,4,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools / Knife Tools,0,2
node_00982,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00981,Utility Knife,5,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools / Knife Tools / Utility Knife,0,0
node_00983,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00981,Craft Knife,5,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools / Knife Tools / Craft Knife,0,0
node_00984,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00980,Shearing Tools,4,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools / Shearing Tools,0,2
node_00985,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00984,Scissors,5,1,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools / Shearing Tools / Scissors,0,0
node_00986,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00984,Tin Snips,5,2,Tools and Equipment / Hand Tools / Cutting Hand Tools / Edge Cutting Tools / Shearing Tools / Tin Snips,0,0
node_00987,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00970,Striking Hand Tools,2,2,Tools and Equipment / Hand Tools / Striking Hand Tools,0,2
node_00988,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00987,Hammers,3,1,Tools and Equipment / Hand Tools / Striking Hand Tools / Hammers,0,2
node_00989,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00988,General Hammers,4,1,Tools and Equipment / Hand Tools / Striking Hand Tools / Hammers / General Hammers,0,2
node_00990,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00989,Claw Hammer,5,1,Tools and Equipment / Hand Tools / Striking Hand Tools / Hammers / General Hammers / Claw Hammer,0,0
node_00991,tree_020,Tools and Equipment,Tools and Equipment - 4 Levels,Trees with 4 Levels,4,node_00989,Ball Peen Hammer,5,2,Tools and Equipment / Hand Tools / Striking Hand Tools / Hammers / General Hammers / Ball Peen Hammer,0,0
